,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE
3,MLS Listing,Mobile/Manufactured Home,Portland,OR,97206.0,35000.0,2.0,1.0,Portland Southeast,800.0,6969.0,1981.0,93.0,44.0,0.0,Active,RMLS,18331169,45.47529563803574,-122.58613896196424
8,For-Sale-by-Owner Listing,Single Family Residential,Portland,OR,97202.0,60000.0,1.0,1.0,Portland,1100.0,6969.0,1939.0,359.0,55.0,0.0,Active,Fizber.com,4933081,45.4747193462314,-122.6619570537686
14,For-Sale-by-Owner Listing,Mobile/Manufactured Home,Portland,OR,97224.0,69950.0,2.0,2.0,Tigard,1500.0,6969.0,1976.0,44.0,47.0,0.0,Active,Fizber.com,4974567,45.41035149492029,-122.78430950507972
15,MLS Listing,Mobile/Manufactured Home,Milwaukie,OR,97222.0,74900.0,2.0,2.0,King Road Mobile Home Park,1680.0,6969.0,1986.0,21.0,45.0,605.0,Active,RMLS,18007426,45.463007729821925,-122.56460447017808
18,MLS Listing,Single Family Residential,Portland,OR,97231.0,79000.0,1.0,1.0,NW Washington Co or Sauvie Island,600.0,6969.0,1940.0,476.0,132.0,0.0,Active,RMLS,17140955,45.69889473511819,-122.8630854648818
19,MLS Listing,Single Family Residential,Portland,OR,97231.0,79000.0,0.0,1.0,Skyline Moorage,323.0,6969.0,1960.0,116.0,245.0,0.0,Active,RMLS,18092820,45.71737816225922,-122.84465933774078
26,MLS Listing,Single Family Residential,Portland,OR,97211.0,89500.0,0.0,1.0,Portland Northeast,400.0,6969.0,1965.0,112.0,224.0,0.0,Active,RMLS,18016716,45.62629617661367,-122.61089072338632
29,MLS Listing,Mobile/Manufactured Home,Portland,OR,97217.0,95000.0,3.0,2.0,HAYDEN ISLAND / JANTZEN BEACH,1403.0,6969.0,2006.0,1.0,68.0,603.0,Active,RMLS,18405495,45.61015856349525,-122.69282683650474
31,MLS Listing,Mobile/Manufactured Home,Milwaukie,OR,97222.0,95000.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1498.0,6969.0,1993.0,69.0,63.0,658.0,Active,RMLS,18306217,45.471612816261874,-122.56434988373812
33,MLS Listing,Condo/Co-op,Portland,OR,97219.0,99900.0,1.0,1.0,SW Portland,664.0,6969.0,1973.0,35.0,150.0,450.0,Active,RMLS,18241018,45.45580356135847,-122.71396523864152
36,MLS Listing,Mobile/Manufactured Home,Portland,OR,97217.0,108500.0,3.0,2.0,JANTZEN BEACH/HAYDEN ISLAND,1512.0,6969.0,2005.0,128.0,72.0,0.0,Active,RMLS,18454285,45.60291332134734,-122.70661617865268
41,MLS Listing,Condo/Co-op,Portland,OR,97236.0,110000.0,1.0,1.0,Portland Southeast,720.0,6969.0,1974.0,52.0,153.0,319.0,Active,RMLS,18512682,45.51287092969291,-122.5117284703071
47,MLS Listing,Condo/Co-op,Portland,OR,97236.0,115000.0,1.0,1.0,Portland Southeast,720.0,6969.0,1974.0,6.0,160.0,319.0,Active,RMLS,18589560,45.5403037053264,-122.48435439467362
58,MLS Listing,Condo/Co-op,Portland,OR,97219.0,129900.0,2.0,1.0,"Portland West, Raleigh Hills",921.0,6969.0,1973.0,24.0,141.0,455.0,Active,RMLS,18077291,45.449868036448926,-122.71913626355108
59,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,129900.0,1.0,1.0,MOUNTAIN PARK,665.0,6969.0,1979.0,84.0,195.0,276.0,Active,RMLS,18083398,45.45570384725213,-122.69045565274789
62,MLS Listing,Condo/Co-op,Portland,OR,97229.0,130000.0,1.0,1.0,WESTLAKE VILLAGE CONDO,596.0,6969.0,1979.0,42.0,218.0,392.0,Active,RMLS,18532952,45.524263903673656,-122.80805209632634
64,MLS Listing,Condo/Co-op,Portland,OR,97229.0,136000.0,1.0,1.0,NW Washington Co or Sauvie Island,596.0,6969.0,1979.0,8.0,228.0,288.0,Active,RMLS,18629935,45.525530581459606,-122.8072877185404
65,MLS Listing,Single Family Residential,Portland,OR,97211.0,139000.0,0.0,1.0,McCuddys Marina,375.0,6969.0,1980.0,22.0,371.0,0.0,Active,RMLS,18517414,45.62740581110547,-122.60821998889452
66,MLS Listing,Condo/Co-op,Portland,OR,97236.0,139700.0,2.0,1.0,Portland Southeast,796.0,6969.0,1974.0,67.0,176.0,357.0,Active,RMLS,18199663,45.52968408689095,-122.49400751310904
68,MLS Listing,Condo/Co-op,Tigard,OR,97223.0,139900.0,2.0,1.0,METZGER,776.0,6969.0,1979.0,49.0,180.0,285.0,Active,RMLS,18134688,45.45522771077762,-122.75726618922238
72,MLS Listing,Condo/Co-op,Portland,OR,97219.0,144500.0,2.0,1.0,"Portland West, Raleigh Hills",921.0,6969.0,1973.0,33.0,157.0,454.0,Active,RMLS,18044813,45.4626988949915,-122.70564830500852
73,MLS Listing,Condo/Co-op,Portland,OR,97219.0,144900.0,2.0,1.0,WEST PORTLAND PARK,921.0,6969.0,1973.0,90.0,157.0,454.0,Active,RMLS,18695589,45.45947593624169,-122.7079117637583
74,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,145000.0,1.0,1.0,Building 2,764.0,6969.0,1978.0,225.0,190.0,297.0,Active,RMLS,18115486,45.42841865823011,-122.72091404176987
75,MLS Listing,Single Family Residential,Portland,OR,97230.0,147000.0,0.0,0.5,COLUMBIA RIDGE MARINA,2062.0,6969.0,1997.0,260.0,251.0,295.0,Active,RMLS,18555707,45.56432094740917,-122.46777905259084
76,MLS Listing,Condo/Co-op,Portland,OR,97233.0,147000.0,2.0,2.0,LAISSEZ FAIRE ESTATES,1006.0,6969.0,1970.0,19.0,146.0,325.0,Active,RMLS,18133407,45.49680831949871,-122.51792778050128
78,MLS Listing,Condo/Co-op,Portland,OR,97219.0,149500.0,2.0,1.0,Franciscan Condominiums,921.0,6969.0,1973.0,187.0,162.0,455.0,Active,RMLS,18077297,45.466528568535466,-122.70259353146454
82,MLS Listing,Single Family Residential,Portland,OR,97035.0,150000.0,0.0,0.5,COLUMBIA RIDGE MARINA,2062.0,6969.0,1997.0,670.0,251.0,295.0,Active,RMLS,16289717,45.569813022489015,-122.46228697751098
83,MLS Listing,Condo/Co-op,Portland,OR,97229.0,150000.0,2.0,1.0,NW Washington Co or Sauvie Island,812.0,6969.0,1979.0,91.0,185.0,477.0,Active,RMLS,18514820,45.53855801929134,-122.79157038070868
85,MLS Listing,Condo/Co-op,Portland,OR,97266.0,154000.0,2.0,2.0,Portland Southeast,760.0,6969.0,2007.0,7.0,203.0,267.0,Active,RMLS,18216811,45.51902440111349,-122.55225589888651
86,MLS Listing,Condo/Co-op,Portland,OR,97213.0,155000.0,0.0,1.0,MONTAVILLA / MILEPOST 5,439.0,6969.0,1969.0,58.0,353.0,163.0,Active,RMLS,18298508,45.5484941756114,-122.5604596243886
87,MLS Listing,Condo/Co-op,Portland,OR,97229.0,155000.0,1.0,1.0,BETHANY VILLAGE,467.0,6969.0,1999.0,27.0,332.0,0.0,Active,RMLS,18281807,45.56291381176373,-122.82351278823626
88,MLS Listing,Condo/Co-op,Portland,OR,97220.0,155000.0,1.0,1.0,Portland Northeast,502.0,6969.0,1999.0,15.0,309.0,360.0,Active,RMLS,18055221,45.57840627046084,-122.51075712953916
90,MLS Listing,Condo/Co-op,Portland,OR,97236.0,159000.0,2.0,1.0,Portland Southeast,861.0,6969.0,1973.0,28.0,185.0,267.0,Active,RMLS,18494737,45.51925886432483,-122.46295893567518
93,MLS Listing,Condo/Co-op,Portland,OR,97209.0,160000.0,1.0,1.0,Empress Condiminiums,379.0,6969.0,1927.0,134.0,422.0,178.0,Active,RMLS,18634080,45.53183152464237,-122.67860787535764
96,MLS Listing,Condo/Co-op,Portland,OR,97233.0,162000.0,2.0,1.0,David Douglas,772.0,6969.0,2001.0,20.0,210.0,314.0,Active,RMLS,18344773,45.49856348559975,-122.55638191440023
97,MLS Listing,Condo/Co-op,Portland,OR,97229.0,164900.0,2.0,1.0,NW Washington Co or Sauvie Island,812.0,6969.0,1979.0,1.0,203.0,484.0,Active,RMLS,18345985,45.50666707774536,-122.82669502225464
99,MLS Listing,Condo/Co-op,Portland,OR,97216.0,165000.0,1.0,1.0,Portland Southeast,720.0,6969.0,2008.0,3.0,229.0,140.0,Active,RMLS,18386490,45.52853674924738,-122.53265735075264
100,MLS Listing,Condo/Co-op,Portland,OR,97229.0,167900.0,2.0,1.0,NW Washington Co or Sauvie Island,812.0,6969.0,1979.0,85.0,207.0,459.0,Active,RMLS,18241546,45.52074311668639,-122.8090518833136
103,MLS Listing,Condo/Co-op,Portland,OR,97201.0,169900.0,0.0,1.0,Cardinell View Lofts,393.0,6969.0,1951.0,66.0,432.0,372.0,Active,RMLS,18495439,45.52748487773291,-122.67330472226708
104,MLS Listing,Condo/Co-op,Portland,OR,97225.0,169990.0,1.0,1.0,SYLVAN HEIGHTS CONDO,572.0,6969.0,1977.0,65.0,297.0,262.0,Active,RMLS,18502827,45.52291411661227,-122.74187828338772
105,MLS Listing,Condo/Co-op,Portland,OR,97220.0,169999.0,2.0,1.0,Portland Northeast,932.0,6969.0,1967.0,22.0,182.0,235.0,Active,RMLS,18286278,45.55958599422135,-122.54365650577866
107,MLS Listing,Condo/Co-op,Portland,OR,97209.0,172000.0,0.0,1.0,Alphabet District,367.0,6969.0,1906.0,41.0,469.0,241.0,Active,RMLS,18432100,45.52554276929528,-122.68650053070472
108,MLS Listing,Single Family Residential,Portland,OR,97230.0,174000.0,0.0,0.5,COLUMBIA RIDGE MARINA,212.0,6969.0,2001.0,419.0,821.0,295.0,Active,RMLS,17002675,45.55853926767715,-122.47356073232284
109,MLS Listing,Condo/Co-op,Portland,OR,97225.0,174100.0,2.0,2.0,HAYHURST,952.0,6969.0,1971.0,49.0,183.0,285.0,Active,RMLS,18211068,45.51922654752245,-122.70260665247756
110,MLS Listing,Single Family Residential,Portland,OR,97216.0,174900.0,3.0,1.0,Portland Southeast,1098.0,10018.0,1926.0,30.0,159.0,0.0,Active,RMLS,18656993,45.52703556051958,-122.52488033948045
111,MLS Listing,Condo/Co-op,Portland,OR,97205.0,174950.0,1.0,1.0,"Portland West, Raleigh Hills",461.0,6969.0,1928.0,202.0,380.0,357.0,Active,RMLS,18313853,45.55780575339902,-122.652424146601
117,MLS Listing,Condo/Co-op,Portland,OR,97205.0,175000.0,0.0,1.0,"Portland West, Raleigh Hills",460.0,6969.0,1928.0,132.0,380.0,358.0,Active,RMLS,18190212,45.534161425835954,-122.67600537416406
118,MLS Listing,Condo/Co-op,Portland,OR,97236.0,175000.0,3.0,1.5,Portland Southeast,1068.0,6969.0,1973.0,3.0,164.0,290.0,Active,RMLS,18121153,45.51216185607591,-122.47085934392408
119,MLS Listing,Condo/Co-op,Portland,OR,97229.0,177000.0,1.0,1.0,COURTYARDS AT SPRINGVILLE,728.0,6969.0,1994.0,7.0,243.0,337.0,Active,RMLS,18663822,45.57701899091137,-122.84230300908862
120,MLS Listing,Single Family Residential,Portland,OR,97211.0,179000.0,2.0,1.5,McCuddy's Marina,1451.0,6969.0,1945.0,146.0,123.0,460.0,Active,RMLS,18395320,45.60171435285889,-122.6354725471411
121,MLS Listing,Condo/Co-op,Portland,OR,97232.0,179000.0,0.0,1.0,LLOYD DISTRICT,461.0,6969.0,1929.0,7.0,388.0,206.0,Active,RMLS,18263615,45.53647469433575,-122.65326540566424
126,MLS Listing,Condo/Co-op,Portland,OR,97209.0,179900.0,0.0,1.0,ALPHABET DISTRICT NW PDX,367.0,6969.0,1906.0,21.0,490.0,242.0,Active,RMLS,18394189,45.51239882016828,-122.69955937983173
127,MLS Listing,Condo/Co-op,Tigard,OR,97224.0,179900.0,1.0,1.0,"Tigard, Tualatin, Sherwood, Wilsonville",816.0,6969.0,1990.0,1.0,220.0,300.0,Active,RMLS,18133742,45.41756905059418,-122.7947595494058
128,MLS Listing,Condo/Co-op,Portland,OR,97209.0,179900.0,0.0,1.0,"Portland West, Raleigh Hills",421.0,6969.0,1925.0,181.0,427.0,294.0,Active,RMLS,18291497,45.54414879871021,-122.6742065012898
130,MLS Listing,Condo/Co-op,Portland,OR,97210.0,183800.0,0.0,1.0,"Portland West, Raleigh Hills",399.0,6969.0,1910.0,90.0,461.0,303.0,Active,RMLS,18671940,45.5692075526326,-122.65360764736742
131,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,184000.0,1.0,1.0,"Lake Oswego, West Linn",689.0,6969.0,1980.0,40.0,267.0,397.0,Active,RMLS,18447548,45.43535057073574,-122.72488342926424
132,MLS Listing,Condo/Co-op,Gresham,OR,97030.0,184500.0,2.0,2.0,"Gresham, Sandy, Troutdale, Corbett",1052.0,6969.0,2000.0,6.0,175.0,293.0,Active,RMLS,18330776,45.486773500581606,-122.48323349941838
134,MLS Listing,Condo/Co-op,Portland,OR,97229.0,184990.0,1.0,1.0,5-104,670.0,6969.0,2018.0,107.0,276.0,247.0,Active,RMLS,18119963,45.58864154447889,-122.8291884555211
135,MLS Listing,Condo/Co-op,Portland,OR,97225.0,185000.0,2.0,1.0,SYLVAN HEIGHTS CONDO,812.0,6969.0,1977.0,12.0,228.0,370.0,Active,RMLS,18519983,45.5375053702196,-122.72809982978042
136,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,185000.0,1.0,1.0,Mountain Park,764.0,6969.0,1978.0,44.0,242.0,300.0,Active,RMLS,18501462,45.39785458855727,-122.75207111144272
139,MLS Listing,Condo/Co-op,Portland,OR,97219.0,185000.0,2.0,2.0,FRANCISCAN CONDOMINIUMS,1008.0,6969.0,1973.0,29.0,184.0,455.0,Active,RMLS,18691495,45.47559352858908,-122.69301877141092
140,MLS Listing,Condo/Co-op,Portland,OR,97214.0,185000.0,0.0,1.0,Portland Southeast,328.0,6969.0,1927.0,66.0,564.0,114.0,Active,RMLS,18324236,45.51898561314804,-122.63400028685196
141,MLS Listing,Condo/Co-op,Portland,OR,97225.0,185000.0,2.0,1.0,"Portland West, Raleigh Hills",812.0,6969.0,1977.0,7.0,228.0,365.0,Active,RMLS,18314269,45.497627014845975,-122.76745848515402
142,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,185900.0,2.0,1.0,Mountain Park,1009.0,6969.0,1979.0,17.0,184.0,401.0,Active,RMLS,18578181,45.45581038256076,-122.69064451743922
143,MLS Listing,Condo/Co-op,Portland,OR,97210.0,189000.0,0.0,1.0,"Portland West, Raleigh Hills",464.0,6969.0,1910.0,14.0,407.0,351.0,Active,RMLS,18683632,45.55039073134148,-122.67237096865853
144,MLS Listing,Condo/Co-op,Portland,OR,97219.0,189900.0,2.0,2.0,WEST PORTLAND PARK,998.0,6969.0,1979.0,26.0,190.0,290.0,Active,RMLS,18625771,45.448543760706,-122.722172139294
145,MLS Listing,Condo/Co-op,Portland,OR,97225.0,189900.0,1.0,1.0,Sylvan Heights,624.0,6969.0,1977.0,38.0,304.0,285.0,Active,RMLS,18059498,45.51871757178654,-122.74603092821346
146,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,189900.0,1.0,1.0,JENNINGS LODGE,868.0,4356.0,1958.0,7.0,219.0,0.0,Active,RMLS,18149995,45.41589110992216,-122.57717619007784
148,MLS Listing,Condo/Co-op,Portland,OR,97216.0,189999.0,2.0,1.5,Portland Southeast,1004.0,6969.0,1973.0,2.0,189.0,406.0,Active,RMLS,18354628,45.54124149090399,-122.51290490909602
149,MLS Listing,Condo/Co-op,Portland,OR,97225.0,189999.0,2.0,1.0,"Portland West, Raleigh Hills",687.0,6969.0,1978.0,19.0,277.0,236.0,Active,RMLS,18499584,45.516932867797145,-122.74949353220283
150,MLS Listing,Condo/Co-op,Portland,OR,97225.0,194900.0,2.0,1.0,West Haven - Sylvan,812.0,6969.0,1977.0,84.0,240.0,365.0,Active,RMLS,18251861,45.54235602089501,-122.72068637910498
151,MLS Listing,Condo/Co-op,Portland,OR,97225.0,195000.0,2.0,1.0,SYLVAN HEIGHTS CONDOS,812.0,6969.0,1977.0,6.0,240.0,365.0,Active,RMLS,18258987,45.50113039956364,-122.76400860043636
154,MLS Listing,Condo/Co-op,Portland,OR,97239.0,195000.0,2.0,2.0,HILLSDALE,922.0,6969.0,1970.0,15.0,211.0,535.0,Active,RMLS,18265981,45.50319911604897,-122.66777338395104
155,MLS Listing,Condo/Co-op,Portland,OR,97219.0,195000.0,2.0,1.5,"Portland West, Raleigh Hills",829.0,6969.0,1979.0,59.0,235.0,150.0,Active,RMLS,18461315,45.47705252409759,-122.6863943759024
156,MLS Listing,Single Family Residential,Portland,OR,97231.0,195500.0,1.0,1.0,LARSON'S MOORAGE,750.0,6969.0,2016.0,81.0,261.0,0.0,Active,RMLS,18156288,45.65355643397432,-122.78207516602568
157,MLS Listing,Single Family Residential,Portland,OR,97206.0,196900.0,1.0,1.0,Portland Southeast,1239.0,5662.0,1947.0,28.0,159.0,0.0,Active,RMLS,18204655,45.48931740926641,-122.5652495907336
158,For-Sale-by-Owner Listing,Condo/Co-op,Portland,OR,97233.0,197000.0,2.0,1.0,Portland,956.0,435600.0,1970.0,265.0,206.0,0.0,Active,Fizber.com,4945127,45.5263643758637,-122.4885787241363
160,MLS Listing,Condo/Co-op,Portland,OR,97217.0,198000.0,1.0,1.0,Hayden Island,608.0,6969.0,1973.0,6.0,326.0,172.0,Active,RMLS,18359349,45.6185576630102,-122.66337103698982
162,MLS Listing,Condo/Co-op,Portland,OR,97205.0,198000.0,0.0,1.0,"Portland West, Raleigh Hills",383.0,6969.0,1962.0,91.0,517.0,210.0,Active,RMLS,18126275,45.523853536195226,-122.69038956380476
163,MLS Listing,Single Family Residential,Portland,OR,97233.0,199000.0,4.0,1.0,Portland Southeast,1356.0,11325.0,1937.0,3.0,147.0,0.0,Active,RMLS,18240430,45.51050625593049,-122.52615664406952
164,MLS Listing,Condo/Co-op,Portland,OR,97209.0,199000.0,0.0,1.0,"Portland West, Raleigh Hills",322.0,6969.0,1915.0,5.0,618.0,167.0,Active,RMLS,18112608,45.54527627153971,-122.6677374284603
166,MLS Listing,Condo/Co-op,Portland,OR,97209.0,199000.0,0.0,1.0,NW 23RD/ALPHABET DISTRICT,440.0,6969.0,1925.0,49.0,452.0,315.0,Active,RMLS,18112045,45.53129115810465,-122.68734514189534
167,MLS Listing,Condo/Co-op,Portland,OR,97201.0,199000.0,0.0,1.0,"Portland West, Raleigh Hills",581.0,6969.0,1951.0,87.0,343.0,421.0,Active,RMLS,18568611,45.54063872286535,-122.65981487713464
170,MLS Listing,Single Family Residential,Portland,OR,97210.0,199900.0,1.0,1.0,NW Washington Co or Sauvie Island,744.0,4791.0,1928.0,77.0,269.0,0.0,Active,RMLS,18306527,45.58032849558377,-122.7262173044162
171,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,199900.0,2.0,1.0,MILWAUKIE PARK,1469.0,6098.0,1918.0,135.0,136.0,0.0,Active,RMLS,18420041,45.44911752365741,-122.6143155763426
174,MLS Listing,Single Family Residential,Portland,OR,97233.0,199900.0,1.0,1.0,VERDANTA,620.0,7405.0,1950.0,20.0,322.0,0.0,Active,RMLS,18206639,45.49862891703291,-122.50891708296707
177,MLS Listing,Condo/Co-op,Portland,OR,97239.0,199900.0,1.0,1.0,HOMESTEAD,602.0,6969.0,1960.0,37.0,332.0,301.0,Active,RMLS,18659954,45.4905056781328,-122.6957785218672
178,MLS Listing,Condo/Co-op,Portland,OR,97232.0,199950.0,0.0,1.0,Portland Northeast,494.0,6969.0,1929.0,3.0,405.0,206.0,Active,RMLS,18456299,45.52229958822737,-122.66733471177264
179,MLS Listing,Condo/Co-op,Portland,OR,97219.0,199999.0,2.0,1.0,"Portland West, Raleigh Hills",944.0,6969.0,1961.0,174.0,212.0,325.0,Active,RMLS,18385287,45.48419905794316,-122.67611654205685
180,MLS Listing,Single Family Residential,Portland,OR,97229.0,200000.0,3.0,2.0,Cedar Hills - Cedar Mills,984.0,17424.0,1950.0,3.0,203.0,0.0,Active,RMLS,18064416,45.53284198979156,-122.78253441020846
181,MLS Listing,Single Family Residential,Portland,OR,97230.0,200000.0,2.0,1.0,Portland Northeast,800.0,7405.0,1943.0,13.0,250.0,0.0,Active,RMLS,18019877,45.56129396602439,-122.5138127339756
182,MLS Listing,Condo/Co-op,Portland,OR,97201.0,200000.0,0.0,1.0,Goose Hollow Foothills,599.0,6969.0,1951.0,20.0,334.0,421.0,Active,RMLS,18629181,45.55322251455713,-122.64766248544286
185,MLS Listing,Condo/Co-op,Portland,OR,97219.0,202500.0,2.0,1.0,"Portland West, Raleigh Hills",902.0,6969.0,1961.0,174.0,225.0,325.0,Active,RMLS,18079609,45.46575504216175,-122.69492495783824
186,MLS Listing,Condo/Co-op,Portland,OR,97229.0,204900.0,2.0,2.0,NW Washington Co or Sauvie Island,980.0,6969.0,1994.0,15.0,209.0,420.0,Active,RMLS,18252582,45.52702023343125,-122.89164986656874
187,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,204900.0,2.0,1.5,Mountain Park,1056.0,6969.0,1971.0,28.0,194.0,410.0,Active,RMLS,18373043,45.44079539315112,-122.70427670684889
188,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,205000.0,2.0,2.5,MT PARK,1208.0,6969.0,1994.0,133.0,170.0,437.0,Active,RMLS,18425327,45.45332814183922,-122.6945228581608
191,MLS Listing,Single Family Residential,Portland,OR,97216.0,209000.0,5.0,2.0,Portland Southeast,1498.0,4791.0,1943.0,42.0,140.0,0.0,Active,RMLS,18035678,45.50786031835783,-122.55169298164216
193,MLS Listing,Townhouse,Portland,OR,97266.0,209900.0,3.0,2.5,Harold Run,1188.0,1306.0,2004.0,115.0,177.0,0.0,Active,RMLS,18306995,45.48557090983954,-122.53616509016044
194,MLS Listing,Condo/Co-op,Portland,OR,97266.0,209900.0,3.0,2.0,LENTS,961.0,6969.0,1997.0,31.0,218.0,270.0,Active,RMLS,18668575,45.51663146849784,-122.51730233150217
195,MLS Listing,Condo/Co-op,Portland,OR,97205.0,209900.0,1.0,1.0,"Portland West, Raleigh Hills",572.0,6969.0,1928.0,150.0,367.0,437.0,Active,RMLS,18351660,45.51658121135589,-122.6935529886441
197,MLS Listing,Condo/Co-op,Portland,OR,97239.0,210000.0,1.0,1.0,West Hill/OHSU,656.0,6969.0,1960.0,24.0,320.0,328.0,Active,RMLS,18209300,45.506156580062665,-122.68011301993732
198,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,210000.0,2.0,1.5,Mt Park,912.0,6969.0,1979.0,73.0,230.0,356.0,Active,RMLS,18304210,45.42643427076781,-122.7313720292322
199,MLS Listing,Condo/Co-op,Portland,OR,97229.0,210000.0,2.0,1.0,Rock Creek,742.0,6969.0,1979.0,20.0,283.0,278.0,Active,RMLS,18344687,45.57336266748251,-122.85739933251747
200,MLS Listing,Townhouse,Portland,OR,97217.0,210900.0,2.0,1.5,Portland North,1120.0,6969.0,1972.0,5.0,188.0,316.0,Active,RMLS,18189524,45.64255650195828,-122.6428509980417
201,MLS Listing,Condo/Co-op,Portland,OR,97225.0,211000.0,1.0,1.0,"Portland West, Raleigh Hills",768.0,6969.0,1977.0,128.0,275.0,266.0,Active,RMLS,18396334,45.52951229626967,-122.73435990373032
202,MLS Listing,Condo/Co-op,Portland,OR,97217.0,213777.0,2.0,1.5,HAYDEN ISLAND/JANTZEN BEACH,1120.0,6969.0,1972.0,19.0,191.0,316.0,Active,RMLS,18019091,45.631705541456725,-122.65232725854328
203,MLS Listing,Condo/Co-op,Portland,OR,97205.0,214900.0,2.0,1.0,"Portland West, Raleigh Hills",440.0,6969.0,1924.0,3.0,488.0,358.0,Active,RMLS,18156276,45.54378722111471,-122.6566166788853
204,MLS Listing,Condo/Co-op,Portland,OR,97220.0,214900.0,2.0,1.0,Portland Northeast,776.0,6969.0,2006.0,27.0,277.0,215.0,Active,RMLS,18451832,45.54132530995184,-122.54448959004816
205,MLS Listing,Condo/Co-op,Portland,OR,97217.0,215000.0,2.0,1.5,HAYDEN ISLAND,1120.0,6969.0,1972.0,97.0,192.0,316.0,Active,RMLS,18110812,45.62216347693334,-122.66245472306666
206,MLS Listing,Single Family Residential,Portland,OR,97231.0,215000.0,2.0,1.0,LARSON'S MOORAGE,800.0,6969.0,2018.0,104.0,269.0,0.0,Active,RMLS,18565038,45.63101717512742,-122.80531982487256
207,MLS Listing,Condo/Co-op,Portland,OR,97201.0,215000.0,0.0,1.0,"Portland West, Raleigh Hills",476.0,6969.0,2000.0,43.0,452.0,278.0,Active,RMLS,18460982,45.49633935868547,-122.70583984131451
208,MLS Listing,Condo/Co-op,Portland,OR,97219.0,215000.0,1.0,1.0,Multnomah Village,682.0,6969.0,1972.0,92.0,315.0,194.0,Active,RMLS,18376580,45.48730038798,-122.69780991202002
209,MLS Listing,Single Family Residential,Portland,OR,97221.0,215000.0,1.0,1.0,McCuddys Marina,650.0,6969.0,1990.0,22.0,331.0,0.0,Active,RMLS,18473838,45.615027964826005,-122.620507835174
212,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,215900.0,2.0,1.0,MOUNTAIN PARK,908.0,6969.0,1979.0,14.0,238.0,362.0,Active,RMLS,18458851,45.432253227523645,-122.71232207247635
214,MLS Listing,Condo/Co-op,Portland,OR,97229.0,217990.0,1.0,1.0,Northcroft at Bethany,670.0,6969.0,2018.0,14.0,325.0,247.0,Active,RMLS,18088301,45.57921973245077,-122.83871326754924
215,MLS Listing,Condo/Co-op,Portland,OR,97229.0,218900.0,2.0,2.0,NW Washington Co or Sauvie Island,1040.0,6969.0,1994.0,15.0,210.0,413.0,Active,RMLS,18282539,45.5672028382388,-122.8516741617612
217,MLS Listing,Condo/Co-op,Portland,OR,97201.0,219000.0,0.0,1.0,PORTLAND DOWNTOWN/PSU,578.0,6969.0,1951.0,133.0,379.0,421.0,Active,RMLS,18406285,45.51733674214662,-122.68349365785338
218,MLS Listing,Condo/Co-op,Portland,OR,97201.0,219100.0,0.0,1.0,SOUTHWEST HILLS,579.0,6969.0,1951.0,21.0,378.0,421.0,Active,RMLS,18533511,45.51730568749437,-122.68321611250563
219,MLS Listing,Condo/Co-op,Portland,OR,97209.0,219500.0,0.0,1.0,Carlton / NW Portland / Pearl,452.0,6969.0,1915.0,8.0,486.0,233.0,Active,RMLS,18348853,45.51430664026327,-122.69879235973674
220,MLS Listing,Condo/Co-op,Portland,OR,97203.0,219900.0,2.0,1.0,ST. JOHNS/CATHEDRAL PARK,810.0,6969.0,1969.0,28.0,271.0,256.0,Active,RMLS,18397307,45.617986924741984,-122.730556975258
221,MLS Listing,Single Family Residential,Portland,OR,97236.0,219900.0,3.0,1.0,Portland Southeast,1334.0,8276.0,1956.0,20.0,165.0,0.0,Active,RMLS,18558874,45.48726889824568,-122.51426060175432
222,MLS Listing,Townhouse,Portland,OR,97233.0,219900.0,3.0,2.0,Portland Southeast,1250.0,2613.0,1988.0,2.0,176.0,300.0,Active,RMLS,18118201,45.52601549185925,-122.51412750814076
224,MLS Listing,Condo/Co-op,Lake Oswego,OR,97035.0,222000.0,2.0,2.0,MOUNTAIN PARK,1212.0,6969.0,1978.0,91.0,183.0,483.0,Active,RMLS,18639711,45.46779919091365,-122.68095680908635
225,MLS Listing,Condo/Co-op,Portland,OR,97201.0,223900.0,0.0,1.0,Cultural District/Cornerstone,484.0,6969.0,2000.0,36.0,463.0,278.0,Active,RMLS,18357494,45.52304684920731,-122.67946385079269
